code	english	code	malay
9139546	The aft part of the boat felt less windy.	9152901	Bahagian belakang kapal terasa kurang berangin.
9133546	Who's the idiot who did that?	9152906	Siapa bodoh yang melakukan itu?
9133547	It's not only important that everyone gives their opinion about this topic, but also that I know what their opinion is.	9152943	Bukan sahaja penting bahawa setiap orang memberikan pendapat mereka mengenai topik ini, tetapi juga saya tahu apa pendapat mereka.
7288980	She bought the boots she lost in the boat last year.	9155354	Dia membeli kasut yang hilang di kapal tahun lalu.
870508	I heard you won. Congratulations!	9155465	Saya terdengar awak menang. Tahniah!
279790	Tokyo is a very expensive place to live.	9155566	Tokyo adalah tempat tinggal yang sangat mahal.
279791	Tokyo is a big city.	9155588	Tokyo adalah bandar terbesar.
279792	Tokyo is one of the biggest cities.	9155598	Tokyo adalah salah satu bandar terbesar.
9163324	The door is blocked.	9167317	Pintu itu dihalang.
5295403	The bus just left.	9167419	Ketinggalan bas.
5295405	Advertising is everywhere.	9167443	Iklan ada di mana jua.
478574	She was blind, deaf, and dumb.	9167449	Dia buta, pekak, dan bisu.
478575	I've got the best way to get her to be your girlfriend.	9167463	Saya ada cara terbaik untuk menjadikannya menjadi teman wanita awak.
478578	Let's make our own language so no one will know what we're talking about!	9172957	Mari kita buat bahasa kita sendiri supaya tidak ada sesiapa yang tahu apa yang kita katakan!
478579	This candy cane tastes like green apple.	9172970	Tebu gula-gula ini terasa seperti epal hijau.
478580	I don't wear chapstick.	9172975	Saya tidak memakai kapel.
9172968	The guards will shoot Tom.	9172988	Pengawal akan menembak Tom.
7542770	Tom doesn't want me to do that today.	9176111	Tom tak nak saya buat macam itu sekarang.
7542771	Tom doesn't let his dog in his house.	9176114	Tom tidak membenarkan anjingnya dalam rumahnya.
7542772	Tom doesn't know where his wallet is.	9176115	Tom tidak tahu dimana dompetnya.
7542773	Tom doesn't know where his socks are.	9176119	Tom tidak tahu dimana sarung kakinya.
7542774	Tom doesn't know where his shoes are.	9176165	Tom tidak tahu dimana kasutnya.
7542775	Tom doesn't know that much about art.	9177545	Tom tidak begitu mengetahui tentang seni.
7542776	Tom doesn't know either Mary or John.	9177555	Tom tidak mengenali Mary atau John.
7542777	Tom doesn't have one of those things.	9177562	Tom tidak mempunyai satu perkara itu.
7542778	Tom doesn't do that as often as I do.	9177571	Tom tidak melakukannya sekerap yang saya lakukan.
7542779	Tom died at his home on October 20th.	9177608	Tom meninggal dunia di rumahnya pada 20 Oktober.
7542780	Tom didn't vote in the last election.	9177610	Tom tidak mengundi dalam pilihan raya terakhir.
7542781	Tom didn't plan to do that yesterday.	9177633	Tom tidak merancang untuk melakukannya kelmarin.
7542782	Tom didn't notice what was happening.	9177655	Tom tidak perasan apa yang berlaku.
7542783	Tom didn't know where he should park.	9177684	Tom tidak tahu di mana dia harus meletak kenderaan.
7542784	Tom did that with three other people.	9177706	Tom melakukan perkara itu dengan tiga orang lain.
7542785	Tom can't even tie his own shoes yet.	9177725	Tom belum pandai ikat kasutnya sendiri.
7542786	Tom can handle everything on his own.	9177731	Tom boleh menguruskan semuanya sendiri.
7542788	Tom built a toolshed in his backyard.	9177743	Tom membina alatan perkakas di halaman belakang rumahnya.
44736	The island was struck by the typhoon.	9178021	Pulau ini dilanda taufan.
4397508	We're all safe.	9186333	Kita semua selamat.
4397509	We'll make it.	9186334	Kita akan melakukannya.
4397510	We will fight.	9186340	Kita akan berjuang.
4397511	We were robbed.	9186342	Kami telah dirompak.
4397512	We were broke.	9186352	Kami telah dirosak.
4397513	We never agree.	9186353	Kami tidak setuju.
4397514	We needed that.	9186359	Kami memerlukannya.
4397515	We need it now.	9186361	Kami memerlukannya sekarang.
4397516	We fight a lot.	9186368	Kami banyak berjuang.
4397517	We can pay cash.	9186372	Kita boleh membayar tunai.
4397518	We can make it.	9186385	Kita boleh buat.
4397519	We can make it there on time.	9186395	Kita boleh membuatnya tepat pada waktunya.
4397522	We belong here.	9186430	Kami tergolong di sini.
4397523	We aren't sure what to do.	9186439	Kami tidak pasti nak buat apa.
4397525	We all cheered.	9186452	Kami semua bersorak.
4397528	Tom will stay with us for a couple of weeks.	9186527	Tom akan tinggal bersama kami selama beberapa minggu.
9088893	Mary was dressed modestly.	9190027	Mary berpakaian sederhana.
9088894	I'm going to practice.	9190041	Saya nak berlatih.
8519712	She didn't have anything to say to him.	9190057	Dia tidak ada apa-apa untuk dikatakan kepadanya.
8519713	He tried to explain everything to her.	9190060	Dia cuba menjelaskan semuanya kepadanya.
8519715	He knows how important this is to her.	9190093	Dia tahu betapa pentingnya ini untuknya.
8519717	He isn't supposed to even talk to her.	9190135	Dia tidak sepatutnya nak bercakap pada dia.
8519719	He didn't even send a postcard to her.	9190164	Dia bahkan tidak menghantar kad pos kepadanya.
8519721	He went over and sat down next to her.	9190200	Dia pergi dan duduk di sebelahnya.
8519723	He didn't seem to want to talk to her.	9190232	Dia sepertinya tidak mahu bercakap dengannya.
8519725	He didn't seem to be listening to her.	9190239	Dia sepertinya tidak mendengarkannya.
6246432	Tom was too scared to go into the cave.	9190248	Tom terlalu takut untuk masuk ke dalam gua.
6246441	Tom was the first one to get that done.	9193205	Tom adalah yang pertama menyelesaikannya.
6246442	I want to do that before it gets dark.	9193216	Saya mahu melakukannya sebelum gelap.
6246444	Tom was the first one to be eliminated.	9193220	Tom adalah yang pertama disingkirkan.
6246445	I want to do that as soon as possible.	9193231	Saya mahu melakukannya secepat mungkin.
6246447	Tom was the captain of basketball team.	9193238	Tom adalah ketua pasukan bola keranjang.
299544	He is sailing a little boat on the water.	9193245	Dia sedang menaiki kapal kecil di atas air.
299545	He grew up in a little village.	9193251	Dia dibesarkan di sebuah kampung kecil.
299546	He saved a little boy from drowning.	9193256	Dia menyelamatkan seorang budak lelaki dari lemas.
299547	He is in fourth grade of elementary school.	9193262	Dia berada di kelas empat sekolah rendah.
299548	He is a primary school teacher, so he is used to dealing with children.	9193265	Dia seorang guru sekolah rendah, jadi biasanya dia menguruskan dengan budak-budak.
299549	He took her cubs, and ran up the mountain without looking back.	9193274	Dia mengambil anak-anaknya, dan berlari ke gunung tanpa menoleh ke belakang.
299550	He had an old pickup truck and a big, battered mower.	9211247	Dia mempunyai sebuah lori pikap lama dan mesin pemotong yang besar.
299551	He tied the twigs into bundles.	9212595	Dia mengikat ranting itu menjadi ikatan.
299552	He signed the check.	9212631	Dia menandatangani cek itu.
299553	He is now writing a sister volume to his novel.	9212776	Dia sekarang menulis jilid adik untuk novelnya.
299554	He prefers poetry to fiction.	9212777	Dia lebih suka puisi daripada rekaan.
9246620	Unless I'm mistaken, I've seen that man before.	5126005	Sebelum ini saya terlihat orang itu, melainkan saya tersilap pun.
9392620	Tom is going to Australia as an exchange student next year.	9392622	Tom akan ke Australia sebagai pelajar pertukaran tahun depan.
9392623	You might've been seen.	9392626	Awak mungkin pernah dilihat.
9392667	I bought a pair of gloves for Tom. For Mary, I bought a pair of mittens.	9392796	Saya membeli sepasang sarung tangan untuk Tom. Untuk Mary, saya membeli sepasang sarung tangan.
65764	Don't write in ink.	9393015	Jangan tulis dengan dakwat.
65765	My pen has run out of ink! Can I borrow your pen?	9394548	Pen saya kehabisan dakwat! Bolehkah saya meminjam pen awak?
65766	The government of the Inca Empire controlled everything.	9394567	Kerajaan Empayar Inca mengawal segalanya.
65767	He was the ruler of the Inca Empire.	9394583	Dia adalah penguasa Empayar Inca.
65768	The Incas had a wide range of interests.	9394623	Orang Inca mempunyai pelbagai minat.
9415633	Tom is looking for his camera.	9415670	Tom mencari kameranya.
9419708	Let Grandma take care of the kid.	9419712	Biarkan Nenek menjaga anak itu.
9419709	After that journey on the road, you all must be tired.	9419721	Selepas perjalanan di jalan raya, awak semua pasti penat.
9465980	By the time I got there, Tom had already left.	9476605	Pada masa saya sampai di sana, Tom sudah pergi.
9465985	It wasn't a very exciting game.	9484187	Itu bukan permainan yang sangat menarik.
7043869	During my long and intimate acquaintance with Mr. Sherlock Holmes I had never heard him refer to his relations, and hardly ever to his own early life.	9500790	Semasa berkenalan lama dan akrab dengan Tuan Sherlock Holmes, saya tidak pernah mendengar dia merujuk kepada hubungannya, dan hampir tidak pernah menjalani kehidupan awalnya.
3561913	Can I ask you one more question?	9500957	Bolehkah saya bertanya satu soalan lagi?
9400618	I wanted to make a reservation at my favorite restaurant, but it's closed on Christmas Eve.	9501062	Saya ingin membuat tempahan di restoran kegemaran saya, tetapi ditutup pada malam Krismas.
9483201	What kind of food do you eat on Christmas Day?	9501093	Apa jenis makanan yang anda makan pada Hari Krismas?
9496212	When we decorate our Christmas tree, tinsel always gets stuck to our clothes.	9501106	Semasa kita menghias pokok Krismas kita, tinsel selalu melekat pada pakaian kita.
8309473	Tom had been looking forward to Christmas.	9501119	Tom sudah tidak sabar menyambut Krismas.
8392325	We want everyone to have a good Christmas.	9501121	Kami mahu semua orang mempunyai Krismas yang baik.
8420381	I want Tom to come to Boston for Christmas.	9501129	Saya nak Tom datang ke Boston untuk Krismas.
8392333	Our family usually has turkey for Christmas.	9501135	Keluarga kami biasanya makan ayam belanda untuk Krismas.
8397474	Tom was home alone in Boston last Christmas.	9501140	Tom duduk sendiri kat Boston pada Krismas lalu.
7845816	I remember the Christmases when I was little.	9501142	Saya masih ingat dengan Krismas-Krismas ketika saya masih kecil.
8026829	I haven't talked to Tom since last Christmas.	9501145	Saya belum bercakap kepada Tom sejak Krismas yang lalu.
8392318	Tom says that he wants a puppy for Christmas.	9501147	Tom mengatakan bahawa dia mahukan anak anjing untuk Krismas.
8469880	Tom spent Christmas in Boston with his family.	9501150	Tom menghabiskan Krismas di Boston bersama keluarganya.
8480563	He became a hero.	9502108	Dia menjadi wira.
8480564	He became afraid.	9502125	Dia menjadi takut.
8480565	Dub actors are being sought for the Chinese version of the film.	9502146	Tukang suara sedang dicari untuk filem versi Cina.
961122	I don't like to see you shouting in her face.	9529544	Saya tidak suka melihat awak menjerit di mukanya.
2499063	Did you speak to my father yesterday?	9541456	Sudahkah awak bercakap kepada ayah saya kelmarin?
2499064	Shut up and sit down.	9541481	Duduk diam-diam!
2499065	That's not fair!	9541484	Itu tak adillah!
8480568	He became uneasy.	9547450	Dia menjadi tidak selesa.
8480569	He began dancing.	9547471	Dia mula menari.
8480570	He began gasping.	9547494	Dia mula tersentak.
5431978	Change the way you see things, and the things you see will change.	9576383	Ubah cara anda melihat sesuatu, dan perkara yang anda lihat akan berubah.
3906092	Talk to them.	9576400	Cakaplah kepada mereka.
3818286	The results aren't out yet.	9576402	Hasilnya belum keluar.
3620281	I'm not sure I really know how to do it correctly.	9576410	Saya tidak pasti saya benar-benar tahu bagaimana melakukannya dengan betul.
3442406	It wasn't what Tom said, but the way he said it that made me mad.	9576423	Bukan itu yang dikatakan oleh Tom, tetapi cara dia mengatakannya yang membuat saya marah.
2849861	This is how you get results.	9576445	Beginilah cara anda mendapat hasil.
2392864	What a lousy camera!	9576473	Teruklah kamera ni!
9576510	Ketupat and rendang are often served during Hari Raya.	2391802	Ketupat dan rendang sering dihidangkan semasa Hari Raya.
9576565	"Along, take this catfish, give it to your mother," said my father, holding out the catfish he had just caught on the water rope.	5200293	"Along, nah ambil ikan keli ini, beri pada ibu," kata ayah sambil menghulurkan ikan keli yang baru dikailnya di tali air.
284572	The fan asked for his autograph.	9585596	Peminat meminta tanda tangannya.
4501200	Tom immediately obeyed.	9590918	Tom segera menurut.
4501201	The defense attorney immediately objected.	9590930	Peguam bela segera membantah.
9595029	I would no longer call this maximalism, but obsession.	9595068	Saya tidak akan menyebutnya maksimalisme ini, tetapi obsesi.
9495840	Tom and Mary aren't at all alike.	9620450	Tom dan Mary sama sekali tidak sama.
6505595	I thought Tom and Mary were trying to impress me.	9621000	Saya fikir Tom dan Mary cuba menarik perhatian saya.
9665051	It tears me up when you turn me down.	9665054	Ia membuat aku menangis apabila kau menolak aku.
9665060	I'm sorry, don't leave me, I want you here with me I know that your love is gone I can't breathe, I'm so weak, I know this isn't easy Don't tell me that your love is gone That your love is gone	9665066	Maafkan aku, jangan tinggalkanku, aku mahu kau di sini bersamaku Aku tahu bahawa cintamu hilang Aku tak boleh bernafas, aku sangat lemah, aku tahu ini tak mudah Jangan katakanku bahawa cintamu hilang Cintamu hilang
9665074	Don't go tonight Stay here one more time Remind me what it's like And let's fall in love one more time I need you now by my side It tears me up when you turn me down I'm begging please, just stick around	9665075	Jangan pergi malam ini Tinggal di sini sekali lagi Ingatkan aku bagaimana rasanya Dan mari kita jatuh cinta sekali lagi Aku memerlukan kau sekarang di sisiku Ia membuat aku menangis apabila kau menolak aku. Aku mohon tolonglah, tunggu saja
9665095	I can't breathe, I can't be I can't be what you want me to be Believe me, this one time Believe me	9665096	Aku tak boleh bernafas, aku tak boleh Aku tak boleh menjadi seperti yang kau mahukan Percayalah, sekali ini Percayalah padaku
9665099	So look me in the eyes Tell me what you see Perfect paradise Tearing at the seams I wish I could escape I don't wanna fake it Wish I could erase it Make your heart believe	9665100	Jadi lihatlah di mataku Katakanku apa yang kau lihat Syurga yang sempurna Terjalin di dalamnya Kuharap kudapat melarikan diri Kutak mahu memalsukannya Berharap kudapat memadamkannya Buat hatimu percaya
9665123	Oh, hush, my dear, it's been a difficult year And terrors don't prey on Innocent victims Trust me, darling, trust me darling It's been a loveless year I'm a man of three fears Integrity, faith and Crocodile tears Trust me, darling, trust me, darling	9665124	Diamlah, sayangku, inilah tahun yang sukar Dan ketakutan tak jadi mangsa Mangsa yang tak bersalah Percayalah, sayang, percayalah sayang Sudahlah bertahun yang tak dicintai Akulah lelaki yang ada tiga ketakutan Keutuhan, keimanan dan Berpura-pura bersedih Percayalah, sayang, percayalah, sayang
9665134	But I'm a bad liar, bad liar Now you know Now you know I'm a bad liar, bad liar Now you know, you're free to go	9665135	Namun akulah pembohong besar, pembohong besar Kini kau tahu Kini kau tahu Akulah pembohong besar, pembohong besar Kini kau tahu, kau bebaskan tuk pergi
9665168	Did all my dreams never mean one thing? Does happiness lie in a diamond ring? Oh, I've been askin' for Oh, I've been askin' for problems, problems, problems I wage my war, on the world inside I take my gun to the enemy's side Oh, I've been askin' for (trust me, darling) Oh, I've been askin' for (trust me, darling) Problems, problems, problems	9665170	Adakah semua impianku tak pernah bererti satu perkara? Adakah kebahagiaan yang dusta ada dalam cincin berlian? Oh, aku sudah bertanya Oh, ada masalah, masalah, masalah Ku melancarkan peperanganku, di dunia dalam Ku mengambil pistolku ke sisi musuh Oh, saya sudah bertanya Oh, ada masalah, masalah, masalah
9638320	She left as she came.	9665678	Dia pergi semasa dia datang.
8247770	None of them accepted Islam.	9682941	Tiada sesiapa pun di antara mereka menerima agama Islam.
5752482	No gun was recovered.	9682942	Tiada sebarang senjata api ditemui.
8397960	I'll meet Tom at the gate.	9682945	Saya akan bertemu dengan Tom di pintu pagar.
2010118	His skin was warm.	9682948	Kulitnya hangat.
713144	I asked him if I could read his book.	9682950	Saya bertanya sama ada saya boleh membaca bukunya.
8962135	Every day, children at school would tell me that I was ugly and that no one wanted to be my friend.	9682953	Setiap hari, kanak-kanak di sekolah akan memberitahu saya bahawa saya hodoh dan tiada siapa ingin menjadi kawan saya.
7112108	I know what they're going through.	9682957	Saya tahu apa yang mereka sedang lalui.
1952027	You can't keep me here.	9682969	Awak tidak boleh mengurung saya di sini.
8805555	I love that band, too.	9682975	Saya pun suka kugiran itu juga.
9301858	What's the dumbest thing you did as a kid?	9682977	Apakah perkara paling bodoh yang awak buat semasa kanak-kanak?
6237628	When was the last time you saw Tom do that?	9682980	Bila kali terakhir awak nampak Tom berbuat sedemikian?
8173563	Let him wait.	9682981	Biar dia tunggu.
6814355	I have to report this to Tom.	9682982	Saya perlu melaporkan perkara ini kepada Tom.
23659	The section chief made me work like a slave.	9682983	Ketua seksyen itu mengerah saya seolah-olah saya ini seorang hamba.
5726626	We're very proud to be involved.	9682984	Kami begitu bangga dengan penglibatan kami.
1352696	I don't know what else to do.	9682985	Saya tidak tahu apa lagi yang boleh saya buat.
8690899	Tom fell asleep during the exam.	9682986	Tom tertidur semasa peperiksaan berlangsung.
6820376	That answer is wrong.	9682987	Itu jawapan yang salah.
8045911	Tom arrived at Mary's apartment at 2:30.	9682988	Tom tiba di apartmen Mary pada jam 2:30
7537457	It's obvious that Tom doesn't want to talk about it.	9682989	Sudah jelas bahawa Tom tidak mahu bercakap tentang perkara itu.
3722986	I didn't even know that you had one.	9682993	Saya tidak tahu pun yang awak mempunyainya.
9659538	Tom saw Mary begging in the streets.	9682996	Tom nampak Mary sedang meminta sedekah di jalanan.
257210	I go to the barber's once a month.	9682998	Saya pergi ke kedai gunting rambut sebulan sekali.
5478196	We just want to win.	9683000	Kami hanya ingin menang.
7058449	This all has to happen without any human intervention, so the central computer software has been programmed and extensively tested to make sure all corrections can be made on the fly.	9683007	Semua ini perlu berlaku tanpa sebarang campur tangan manusia, justeru perisian pusat komputer itu telah diprogramkan dan diuji secara menyeluruh untuk memastikan semua pembetulan boleh dibuat secara spontan.
6126395	Maybe we shouldn't do that today.	9683009	Mungkin kita tidak patut berbuat demikian hari ini.
254127	I have heard of it before.	9683010	Saya pernah mendengarnya sebelum ini.
9112728	What Tom did seemed strange to me.	9683011	Apa yang Tom buat kelihatan ganjil pada pandangan saya.
8183956	Tom said Mary won't do that again.	9683013	Tom berkata bahawa Mary tidak akan melakukannya lagi.
385392	Excuse me, what time is it?	9683017	Tumpang tanya, pukul berapa sekarang?
3408993	Does Tom like Earl Grey tea?	9683032	Adakah Tim menggemari teh Earl Grey?
3360305	You shouldn't even be here.	9683036	Awak tidak sepatutnya berada di sini pun.
3065963	A young woman was singing and playing the guitar in front of the fountain.	9683040	Seorang perempuan muda sedang menyanyi dan bermain gitar di hadapan air pancut.
2592668	Something really nice happened to me today.	9683044	Sesuatu yang baik telah berlaku kepada saya hari ini.
2548207	I'm sorry I hit you.	9683047	Saya minta maaf kerana memukul awak.
2020473	He's nothing more than a common thug.	9683053	Dia hanya sekadar samseng biasa.
1286502	Let's begin on page 30.	9683056	Mari kita mulakan dengan muka surat 30.
1170384	We have to deal with the same old problem year after year.	9683061	Tahun demi tahun kita perlu berhadapan dengan masalah yang sama.
268540	The situation remains unchanged.	9683064	Situasi ini masih belum berubah.
9180838	Did Tom manage to escape?	9683070	Adakah Tom berjaya melepaskan diri?
8527736	He's as tall as me, isn't he?	9684459	Dia setinggi saya, bukan?
8527737	She's as tall as me, isn't she?	9684459	Dia setinggi saya, bukan?
8527738	He's at church now, isn't he?	9684463	Dia berada di gereja sekarang, bukan?
8527741	She's at home today, isn't she?	9684476	Dia berada di rumah hari ini, bukan?
8527742	He's at school now, isn't he?	9684478	Dia berada di sekolah sekarang, bukan?
8527745	She's aware of that, isn't she?	9684484	Dia sedar itu, bukan?
8527746	He's bad at sports, isn't he?	9684492	Dia teruk dalam sukan, bukan?
8527748	He's baking a cake, isn't he?	9684495	Dia sedang membakar kek, bukan?
8527750	He's being careful, isn't he?	9684501	Dia berhati-hati, bukan?
8527752	He's being evasive, isn't he?	9684504	Dia mengelak, bukan?
8527754	He's desperate now, isn't he?	9684509	Dia putus asa sekarang, bukan?
8527756	He's different now, isn't he?	9684515	Dia berbeza sekarang, bukan?
8527758	He's drinking milk, isn't he?	9684523	Dia minum susu, bukan?
8527760	Mother never confused us.	9684528	Ibu tidak pernah mengelirukan kami.
8527763	He's your boyfriend, isn't he?	9684547	Dia teman lelaki awak, bukan?
8527765	He's enjoying this, isn't he?	9684551	Dia menikmati ini, bukan?
8527767	He's expecting you, isn't he?	9684559	Dia mengharapkan awak, bukan?
8527769	He's fishing today, isn't he?	9684568	Dia memancing hari ini, bukan?
8527771	He's getting angry, isn't he?	9684576	Dia semakin marah, bukan?
8527773	He's getting bored, isn't he?	9684582	Dia bosan, bukan?
8527775	He's getting worse, isn't he?	9684589	Dia semakin teruk, bukan?
8527777	He's going to fail, isn't he?	9684593	Dia akan gagal, bukan?
8527779	He's going to lose, isn't he?	9684598	Dia akan kalah, bukan?
8527781	He's going to pass, isn't he?	9684637	Dia akan lulus, bukan?
8527783	He's going to quit, isn't he?	9684640	Dia akan berhenti, bukan?
72040	You can trust him with any job.	9684650	Awak boleh mempercayainya dengan pekerjaan apa pun.
5275687	I gave Tom some books to read.	9684660	Saya memberi Tom beberapa buku untuk dibaca.
5275688	I was trying to take it easy.	9684678	Saya mencuba bersabar.
5275689	I had to force Tom to take it.	9684682	Saya kena terpaksa si Tom untuk mengambilnya.
5275690	I wasn't sure what to expect.	9684684	Saya tidak pasti apa yang diharapkan.
6526065	I think Tom and Mary both said they've already read this book.	9686831	Saya rasa kedua-dua Tom dan Mary telah menyatakan bahawa mereka telah pun membaca buku ini.
8889406	I'm talking about myself.	9686840	Saya sedang bercakap tentang diri saya sendiri.
8526685	She's a teacher, isn't she?	9686843	Bukankah dia itu seorang guru?
6040129	It's starting to get cold in here.	9688051	Ia semakin sejuk di sini.
5936826	I'll never tell you what you have to do.	9688054	Saya tidak akan memberitahu awak apa yang awak perlu lakukan.
1867730	Tom was walking down the street with Mary at his side.	9688056	Tom sedang berjalan di lorong itu bersama Mary di sampingnya.
434382	Can I pick my own desk?	9688061	Bolehkah saya memilih meja saya sendiri?
9679271	What was going through your mind at that moment?	9688063	Apa yang sedang terlintas di fikiran awak sekarang?
9674671	Ask her when she'll come back.	9688067	Tanyakan dia bila dia akan kembali.
4311137	Tom told me he wasn't hungry.	9688068	Tom memberitahu saya bahawa dia tidak lapar.
8765013	You're so stubborn!	9688073	Degil betul awak ini!
8562911	Both Tom and Mary found the class boring.	9688079	Kedua-dua Tom dan Mary berpendapat bahawa kelas itu membosankan.
7217696	I'm afraid that you misunderstood me.	9688084	Saya rasa awak telah salah faham apa yang saya cuba katakan.
7182396	Tom said he hoped that he'd be able to do that.	9688085	Tom berkata bahawa dia berharap yang dia akan mampu melakukannya.
6646357	Tom told me that Mary was doing that now.	9688088	Tom memberitahu saya yang Mary sedang melakukannya sekarang.
6351784	I got Tom to wait.	9688090	Saya berjaya membuat Tom menunggu.
5096545	He lived in England when the war started.	9688095	Dia tinggal di England ketika perang meletus.
4494325	Those are all important.	9688096	Semua itu penting.
3360229	You've got a lot of enemies.	9688100	Awak mempunyai ramai musuh.
807693	The Europeans often paid Indians to work for them.	9688102	Orang Eropah kerap menggajikan orang Indian untuk bekerja untuk mereka.
2033109	Did you want to see me?	9688106	Adakah awak ingin berjumpa dengan saya?
17106	Your watch is more expensive than mine.	9688109	Jam tangan awak lebih mahal dari jam tangan saya.
17106	Your watch is more expensive than mine.	9688110	Jam kau lagi mahal dari jam aku.
6392915	What I choose to do with my life isn't any of your business.	9688115	Apa yang saya buat dengan kehidupan saya bukan masalah awak.
6392915	What I choose to do with my life isn't any of your business.	9688116	Apa yang aku buat dengan hidup aku bukan masalah kau.
6384429	Sami has been spending time in the clinic with a nurse named Layla.	9688118	Sami telah banyak meluangkan masa di klinik bersama seorang jururawat bernama Layla.
6263531	Tom told Mary that he thought John was nice.	9688126	Tom memberitahu Mary dia berpendapat bahawa John seorang yang baik.
2855671	Mary started that.	9689046	Mary yang memulakannya.
2026353	Do you want to hear about what Tom did?	9689051	Adakah awak ingin tahu apa yang Tom telah lakukan?
50937	Please let me know when we get there.	9689059	Tolong maklumkan kepada saya apabila kita sampai di sana.
8351849	I was hungry enough to eat anything.	9689061	Saya terlalu lapar sampaikan saya boleh makan apa sahaja.
7905798	She's starting to practice.	9689065	Dia hendak memulakan latihan.
7279029	Sami bought everything.	9689067	Sami membeli kesemuanya.
7278842	Sami told me about his ex.	9689071	Sam memberitahu saya tentang bekas kekasihnya.
7169620	I think that Tom would say yes.	9689072	Saya rasa Tom akan bersetuju.
7111445	I don't think Tom has much money with him.	9689076	Saya tidak merasakan Tom memiliki banyak wang.
6854534	That's probably the last thing Tom would do.	9689078	Itu mungkin perkara terakhir yang Tom akan lakukan.
6838576	I know Tom is grouchy.	9689082	Saya tahu Tom seorang yang perengus.
6734192	The battery needs to be recharged.	9689084	Bateri itu perlu dicas semula.
6351882	Tom told me he could do that.	9689089	Tom memberitahu saya yang dia mampu melakukannya.
6343881	Tom apparently waited for you until 2:30.	9689090	Rupa-rupanya Tom menunggu awak sehingga jam 2:30.
6266900	Tom doesn't study French here.	9689100	Tom tidak belajar bahasa Perancis di sini.
6244787	Tom would be very happy if you did that.	9689102	Tom akan rasa begitu gembira sekiranya awak berbuat sedemikian.
4998374	Tom will be shocked.	9689113	Tom akan terkejut.
3955519	The Martian atmosphere is composed of over 95% carbon dioxide. Solar winds carry the thin, weak atmosphere away because Mars has a weak gravitational and magnetic field.	9689119	Atmosfera Marikh terdiri dari lebih daripada 95% karbon dioksida. Angin suria membawa atmosfera yang nipis dan lemah itu pergi kerana Marikh memiliki medan graviti dan magnetik yang lemah.
2779453	I don't feel like doing anything when it's this hot.	9689124	Saya tidak berkeinginan membuat satu apa pun dalam keadaan panas seperti ini.
1164361	Tom never seems to finish anything.	9689130	Tom tidak pernah kelihatan seperti dia akan menghabiskan apa yang dibuatnya.
453669	Many pretty flowers bloom in the spring.	9689137	Banyak bunga-bunga yang cantik mekar pada musim bunga.
9415186	Should I ask Tom to do that for us?	9689140	Patutkah saya meminta Tom untuk berbuat sedemikian untuk kita?
290465	He applied for admission to the club.	9689158	Dia memohon untuk menyertai kelab itu.
264625	I don't want to see my future after 30 years.	9689161	Saya tidak mahu melihat masa depan saya selepas 30 tahun.
44490	Is the museum visited by many people?	9689163	Adakah muzium ini dilawati oleh ramai orang?
8995493	My dog is that one over there.	9689167	Itu anjing saya di sana.
8778501	It's too muddy here. The truck refuses to go forward.	9689170	Keadaan terlalu berlumpur di sini. Trak itu enggan bergerak ke hadapan.
8579916	Algeria is attracting many Chinese companies.	9689172	Algeria sedang menarik banyak syarikat-syarikat dari China.
8516105	She said that she was eager to eat lunch with him.	9689174	Dia berkata bahawa dia tidak sabar untuk makan tengahari bersamanya.
7769156	We had no time to do that.	9689176	Kita tiada masa untuk berbuat sedemikian.
7515366	I knew that Tom was a very good student.	9689182	Saya tahu yang Tom ialah seorang pelajar yang bagus.
6711399	Sami was upset with Layla.	9689185	Sami sedang marah dengan Layla.
6336622	I wonder whether Tom really forgot to tell Mary not to do that.	9689195	Saya ingin tahu sama ada Tom benar-benar terlupa untuk memberitahu Mary supaya tidak melakukannya.
5329916	Do you have enough space?	9689197	Adakah awak mempunyai ruang yang cukup?
2891929	That will not do.	9689204	Itu tidak memuaskan.
53327	It seemed that Jim had missed the seven o'clock train.	9689213	Nampaknya Jim telah terlepas keretapi yang dijadualkan pada pukul tujuh.
7858445	Google isn't blocked in Algeria.	9689220	Google tidak disekat di Algeria.
6418711	Mary is going to do what I tell her to do.	9689222	Apa yang saya perintahkan kepada Mary, dia akan melakukannya.
5165232	Does he have a bicycle?	9689229	Adakah dia memiliki basikal?
5055474	I love all berries, especially strawberries.	9689230	Saya suka semua jenis beri, terutamanya strawberi.
2583303	After a brief break, he resumed his work.	9689233	Selepas rehat sebentar, dia menyambung kerjanya.
2301878	I can't ask you to give that up.	9689238	Saya tidak boleh memaksa awak untuk melepaskannya.
1096191	I tried to get Tom to help Mary.	9689239	Saya cuba meminta Tom untuk membantu Mary.
953537	I never answer email messages from people I don't know.	9689244	Saya tidak pernah membalas emel dari pengirim yang saya tidak kenali.
8552173	These children come from Berber speaking homes.	9689249	Kanak-kanak ini berasal dari keluarga yang bertutur bahasa Berber.
8520109	He agreed to take care of her.	9689260	Dia bersetuju untuk menjaganya.
8341192	Do you know those women who just got off the train?	9689268	Adakah awak mengenali wanita-wanita itu yang baru sahaja turun dari keretapi?
7112706	I don't like to feel left out.	9689276	Saya tidak suka merasakan seperti saya ini ditinggalkan.
6649326	Tom said that he thought he couldn't win.	9689279	Tom berkata bahawa dia menyangka dia tidak boleh menang.
